category,price,discount,quantity,payment_method,region,returned,total_amount,shipping_cost,profit_margin,customer_age,customer_gender,delivery_days,order_year,order_month,order_day_of_week
Sports,287.94,0.2,1,PayPal,West,0,230.35,8.49,60.61,21,Female,5,2024,12,2
Home,123.63,0.05,2,COD,East,0,234.9,8.4,57.37,40,Female,6,2025,3,1
Grocery,25.07,0.0,1,Debit Card,North,0,25.07,6.0,-3.99,39,Male,3,2024,3,1
Fashion,45.97,0.0,3,Credit Card,West,0,137.91,5.7,42.57,22,Female,6,2024,10,4
Beauty,30.51,0.05,1,Credit Card,Central,0,28.98,4.51,8.53,46,Female,4,2025,2,6
Grocery,12.04,0.15,1,PayPal,South,0,10.23,3.42,-2.6,44,Female,4,2025,3,5
Electronics,328.37,0.0,1,Debit Card,North,1,328.37,8.02,31.38,30,Female,3,2025,6,4
Electronics,486.86,0.0,1,PayPal,Central,0,486.86,10.1,48.32,21,Male,3,2024,11,6
Grocery,7.64,0.0,1,Wallet,South,0,7.64,2.96,-2.35,37,Male,5,2025,1,2
Grocery,31.85,0.0,1,Debit Card,West,0,31.85,4.69,-2.14,36,Female,5,2025,9,4
Toys,41.16,0.0,2,Debit Card,South,0,82.32,6.25,26.68,42,Male,4,2024,11,2
Home,180.13,0.0,1,UPI,East,0,180.13,7.33,43.11,31,Male,5,2025,5,2
Home,189.11,0.0,1,Credit Card,West,0,189.11,6.82,46.13,53,Female,7,2024,2,1
Fashion,31.21,0.0,1,UPI,South,1,31.21,5.51,5.41,68,Female,5,2023,12,6
Home,245.28,0.0,1,Credit Card,South,0,245.28,8.97,59.71,36,Male,4,2024,8,4
Home,365.14,0.0,1,Debit Card,North,0,365.14,7.76,94.48,27,Female,4,2025,3,1
Electronics,565.28,0.0,1,Debit Card,East,0,565.28,9.99,57.84,63,Male,7,2023,12,2
Home,28.79,0.0,2,Debit Card,Central,0,57.58,5.35,10.77,24,Male,4,2024,12,6
Home,213.38,0.0,1,COD,South,0,213.38,9.33,50.42,20,Male,5,2025,7,5
Sports,71.43,0.0,1,Debit Card,Central,0,71.43,6.46,14.97,53,Female,4,2025,7,0
Home,133.54,0.1,1,Credit Card,North,0,120.19,8.22,25.43,53,Female,3,2025,1,6
Toys,94.99,0.05,1,PayPal,South,0,90.24,6.76,29.34,34,Female,5,2023,9,4
Home,68.63,0.1,1,COD,Central,0,61.77,5.86,11.44,65,Male,3,2025,8,0
Home,66.42,0.0,2,Credit Card,West,0,132.84,6.24,30.96,60,Male,4,2024,6,3
Beauty,10.48,0.15,1,Debit Card,North,0,8.91,1.81,2.2,59,Male,5,2025,8,4
Fashion,11.68,0.1,1,PayPal,South,0,10.51,2.95,0.73,55,Male,5,2024,1,5
Home,34.24,0.05,1,UPI,North,1,32.53,5.38,3.73,68,Female,5,2025,3,2
Sports,81.01,0.05,2,Credit Card,West,0,153.92,8.23,37.95,50,Other,4,2024,8,4
Home,326.75,0.0,1,Wallet,North,0,326.75,10.77,80.72,47,Female,4,2024,11,5
Grocery,22.86,0.1,1,Credit Card,West,0,20.57,6.04,-4.39,27,Female,4,2024,12,1
Beauty,7.94,0.05,1,PayPal,North,0,7.54,1.46,1.93,26,Male,3,2024,5,2
Electronics,318.07,0.0,2,Credit Card,North,0,636.14,8.77,67.57,34,Male,4,2023,12,3
Home,257.12,0.0,1,Credit Card,East,0,257.12,8.59,63.4,55,Male,5,2025,1,2
Toys,17.25,0.15,3,Debit Card,West,1,43.99,4.2,13.4,58,Female,4,2024,4,3
Sports,248.36,0.0,1,Debit Card,South,0,248.36,8.12,66.39,67,Female,5,2024,9,5
Grocery,32.4,0.0,2,Credit Card,North,0,64.8,5.71,-0.53,48,Female,3,2025,2,3
Sports,52.1,0.1,1,Debit Card,North,0,46.89,5.59,8.48,36,Female,4,2025,3,1
Electronics,723.05,0.0,2,COD,South,0,1446.1,10.97,162.56,54,Female,5,2024,7,5
Electronics,335.92,0.0,4,COD,West,0,1343.68,11.33,149.91,22,Male,5,2023,10,4
Sports,74.27,0.0,1,COD,West,0,74.27,5.4,16.88,34,Female,7,2025,4,4
Fashion,78.18,0.0,1,PayPal,North,0,78.18,5.32,22.04,34,Male,5,2024,4,4
Beauty,41.19,0.3,1,Credit Card,South,0,28.83,4.89,8.08,28,Other,4,2024,10,1
Toys,24.13,0.05,1,Debit Card,North,0,22.92,3.69,5.48,53,Female,4,2024,5,5
Beauty,43.8,0.0,1,Debit Card,North,0,43.8,4.97,14.74,67,Male,3,2024,11,3
Home,408.24,0.0,1,Credit Card,East,0,408.24,7.28,107.03,34,Male,5,2025,6,1
Sports,212.99,0.05,1,Debit Card,East,0,202.34,7.95,52.75,49,Male,5,2025,6,4
Electronics,75.08,0.0,3,Credit Card,North,0,225.24,4.66,22.37,46,Male,4,2024,2,4
Sports,196.57,0.0,1,Credit Card,North,0,196.57,7.74,51.23,51,Male,6,2025,7,1
Sports,159.57,0.0,1,COD,South,0,159.57,7.18,40.69,24,Male,6,2024,2,0
Home,354.15,0.0,3,Credit Card,South,0,1062.45,9.66,287.83,59,Female,5,2025,2,1
Fashion,71.15,0.15,1,Debit Card,South,0,60.48,5.88,15.29,40,Male,5,2024,7,3
Toys,43.35,0.2,1,Credit Card,South,0,34.68,5.09,8.78,25,Male,5,2025,3,1
Home,11.35,0.0,1,PayPal,South,0,11.35,4.71,-1.53,53,Male,7,2025,8,0
Electronics,1287.57,0.2,5,Credit Card,Central,1,5150.28,12.18,605.85,24,Male,3,2025,6,0
Grocery,3.79,0.05,1,Credit Card,West,0,3.6,3.12,-2.83,48,Male,5,2024,9,2
Toys,41.27,0.0,1,Credit Card,North,0,41.27,5.89,10.62,20,Female,5,2025,3,5
Beauty,68.02,0.0,1,Credit Card,Central,0,68.02,6.7,23.91,20,Female,4,2023,10,0
Home,10.29,0.0,1,Credit Card,East,0,10.29,2.88,0.0,49,Male,5,2025,1,6
Grocery,33.25,0.0,2,Debit Card,Central,1,66.5,4.22,1.1,55,Female,3,2024,9,1
Toys,36.76,0.0,2,Wallet,South,0,73.52,9.54,19.87,30,Female,5,2023,11,0
Beauty,65.63,0.15,1,Debit Card,East,0,55.79,7.11,18.0,18,Female,6,2025,3,3
Sports,29.14,0.2,1,Debit Card,East,0,23.31,3.08,3.91,32,Male,7,2025,5,3
Fashion,78.88,0.0,3,Credit Card,South,0,236.64,7.31,75.51,65,Female,5,2025,2,0
Fashion,37.86,0.0,1,UPI,East,0,37.86,5.52,7.73,24,Female,5,2024,12,6
Fashion,19.65,0.0,2,Wallet,North,1,39.3,6.56,7.19,42,Female,3,2024,3,6
Fashion,74.39,0.0,1,Credit Card,East,0,74.39,7.65,18.39,21,Male,7,2023,12,2
Sports,73.04,0.05,1,Credit Card,South,0,69.39,5.98,14.84,30,Female,4,2025,3,0
Electronics,797.97,0.0,1,Wallet,South,0,797.97,11.06,84.7,64,Female,5,2024,3,2
Toys,26.39,0.05,1,COD,North,0,25.07,4.5,5.53,44,Female,4,2023,12,1
Beauty,6.67,0.0,2,Debit Card,South,0,13.34,4.87,1.13,47,Male,6,2024,10,5
Home,48.01,0.05,1,Debit Card,East,0,45.61,6.51,6.26,30,Male,5,2024,1,4
Fashion,20.11,0.05,2,COD,Central,0,38.21,6.41,6.96,46,Male,3,2024,7,5
Home,65.52,0.0,1,Debit Card,South,0,65.52,4.21,14.14,24,Female,5,2024,11,1
Fashion,58.98,0.0,1,PayPal,North,0,58.98,6.17,14.47,64,Other,3,2023,11,2
Home,305.92,0.0,1,Credit Card,West,0,305.92,8.93,76.73,43,Female,5,2024,11,1
Sports,98.57,0.0,3,Credit Card,South,0,295.71,9.42,79.29,52,Male,5,2024,7,0
Beauty,37.14,0.1,1,Debit Card,North,0,33.43,4.45,10.59,30,Female,4,2024,4,1
Sports,47.45,0.0,1,Credit Card,West,1,47.45,5.68,8.56,42,Other,4,2025,1,1
Sports,82.68,0.0,1,COD,South,0,82.68,7.16,17.64,30,Male,4,2025,3,1
Toys,15.79,0.1,2,Credit Card,East,0,28.42,5.14,6.23,27,Male,5,2024,3,4
Fashion,64.37,0.15,1,Credit Card,North,0,54.71,8.03,11.12,45,Male,3,2023,12,6
Grocery,10.61,0.05,4,PayPal,West,0,40.32,5.29,-2.06,34,Female,5,2024,10,1
Home,63.57,0.0,2,Debit Card,East,0,127.14,5.37,30.23,39,Male,7,2025,9,6
Sports,37.49,0.0,3,Credit Card,Central,0,112.47,8.12,25.62,23,Female,6,2023,12,6
Sports,38.91,0.3,1,Debit Card,South,0,27.24,4.62,3.55,35,Female,5,2024,11,1
Beauty,99.95,0.0,1,Credit Card,North,0,99.95,8.8,36.18,45,Male,3,2025,1,6
Grocery,6.82,0.0,1,Debit Card,South,0,6.82,1.84,-1.29,52,Female,4,2024,10,1
Fashion,85.78,0.0,1,UPI,West,0,85.78,5.55,24.47,22,Female,4,2025,4,4
Home,19.75,0.05,1,Credit Card,East,0,18.76,2.74,2.51,43,Female,5,2025,6,3
Electronics,80.53,0.0,1,Debit Card,West,0,80.53,5.82,3.84,65,Male,7,2025,6,0
Fashion,61.98,0.15,1,Credit Card,South,0,52.68,6.51,11.93,46,Male,4,2024,9,5
Sports,70.08,0.15,1,Debit Card,West,0,59.57,6.54,11.33,47,Male,6,2025,4,5
Electronics,740.42,0.0,1,Credit Card,East,0,740.42,9.85,79.0,63,Male,6,2024,1,5
Grocery,27.1,0.1,2,Debit Card,East,0,48.78,4.04,-0.14,31,Female,7,2024,10,5
Beauty,37.52,0.0,1,Credit Card,North,0,37.52,3.78,13.1,55,Male,5,2025,6,4
Home,232.4,0.0,2,COD,West,0,464.8,10.61,119.53,42,Male,7,2023,11,6
Fashion,105.5,0.0,1,UPI,North,0,105.5,7.42,29.5,27,Male,6,2024,1,5
Electronics,547.42,0.2,4,Credit Card,East,0,1751.74,12.98,197.23,25,Male,6,2024,8,0
Grocery,10.85,0.0,1,UPI,North,0,10.85,3.5,-2.63,65,Female,4,2025,8,0
Sports,40.24,0.0,1,Credit Card,West,0,40.24,6.25,5.82,40,Female,5,2025,4,1
Fashion,81.12,0.0,1,Credit Card,East,0,81.12,4.46,23.93,19,Female,5,2024,9,0
Electronics,174.25,0.0,1,Wallet,West,0,174.25,6.54,14.37,69,Male,4,2025,8,3
Fashion,18.81,0.2,1,PayPal,West,0,15.05,4.78,0.49,47,Male,4,2024,9,6
Fashion,14.26,0.2,1,Debit Card,North,0,11.41,1.64,2.35,23,Female,5,2025,4,5
Toys,21.4,0.05,2,Credit Card,East,0,40.66,6.11,10.15,58,Other,6,2024,9,6
Sports,37.31,0.0,3,COD,Central,0,111.93,6.55,27.03,69,Female,6,2024,9,4
Home,71.85,0.0,1,Debit Card,East,0,71.85,6.3,13.82,37,Female,6,2024,2,2
Grocery,17.26,0.0,3,Wallet,West,0,51.78,7.52,-3.38,45,Female,6,2024,4,1
Fashion,82.64,0.3,1,Debit Card,West,1,57.85,5.5,14.75,28,Female,5,2023,11,4
Home,59.77,0.0,1,Credit Card,South,0,59.77,7.88,8.86,46,Other,4,2023,11,1
Sports,191.94,0.0,1,Credit Card,East,0,191.94,7.73,49.85,52,Male,5,2025,5,3
Electronics,69.4,0.0,2,Debit Card,North,0,138.8,6.76,9.9,64,Female,6,2025,1,2
Home,570.85,0.1,1,Debit Card,North,0,513.76,9.22,134.63,63,Female,4,2024,1,6
Beauty,16.21,0.05,1,COD,East,0,15.4,3.26,3.67,40,Female,7,2024,11,6
Home,61.73,0.2,1,COD,South,0,49.38,7.21,6.62,49,Female,6,2024,2,1
Home,348.75,0.0,1,COD,Central,0,348.75,7.31,90.34,57,Female,3,2025,7,1
Beauty,6.48,0.0,5,Credit Card,South,0,32.4,6.95,7.63,45,Female,5,2024,11,6
Home,68.31,0.05,1,Credit Card,East,0,64.89,5.87,12.3,22,Other,6,2025,5,5
Electronics,194.49,0.0,3,Credit Card,East,0,583.47,10.01,60.01,52,Female,6,2024,3,5
Electronics,229.49,0.0,1,Credit Card,North,0,229.49,9.27,18.27,46,Female,4,2025,3,3
Beauty,49.21,0.1,1,Credit Card,West,0,44.29,5.21,14.72,51,Male,5,2024,8,2
Electronics,665.23,0.0,2,Wallet,Central,0,1330.46,10.75,148.91,46,Male,5,2023,12,1
Grocery,12.79,0.0,3,COD,East,0,38.37,6.06,-2.99,69,Female,7,2024,2,6
Toys,96.37,0.0,1,Credit Card,North,0,96.37,8.3,30.25,30,Male,4,2024,12,6
Fashion,96.4,0.2,2,Credit Card,Central,0,154.24,9.26,44.72,51,Male,4,2024,10,6
Toys,24.47,0.0,1,Debit Card,South,0,24.47,4.13,5.66,68,Female,5,2023,12,5
Beauty,8.45,0.0,1,Wallet,Central,0,8.45,3.37,0.43,43,Female,3,2024,5,6
Electronics,309.32,0.0,1,COD,Central,1,309.32,8.46,28.66,34,Male,4,2024,1,1
Beauty,8.9,0.05,2,PayPal,West,0,16.91,3.69,3.92,47,Male,4,2025,2,1
Sports,45.31,0.15,4,Debit Card,Central,0,154.05,7.53,38.68,67,Female,3,2025,3,5
Electronics,426.33,0.05,2,UPI,North,1,810.03,11.18,86.02,23,Female,4,2024,6,0
Fashion,15.02,0.0,1,Credit Card,Central,1,15.02,5.17,0.09,46,Male,5,2025,8,5
Electronics,80.95,0.0,1,UPI,South,0,80.95,5.24,4.47,38,Female,4,2024,12,3
Fashion,42.28,0.0,1,Debit Card,West,0,42.28,6.16,8.64,43,Female,6,2025,4,5
Fashion,5.05,0.1,1,Credit Card,East,0,4.54,1.11,0.48,67,Female,7,2024,3,5
Beauty,26.0,0.0,2,PayPal,West,0,52.0,5.69,17.71,24,Female,5,2024,1,4
Fashion,118.87,0.0,1,Debit Card,South,0,118.87,7.14,34.46,47,Female,4,2024,11,0
Electronics,118.58,0.0,1,Credit Card,South,0,118.58,7.19,7.04,25,Female,4,2025,4,6
Fashion,28.72,0.0,3,Credit Card,North,0,86.16,6.97,23.19,30,Other,3,2025,6,0
Toys,50.8,0.0,1,Credit Card,East,0,50.8,6.77,13.55,35,Male,5,2024,11,1
Home,170.23,0.1,1,COD,South,0,153.21,6.58,36.32,44,Male,5,2025,9,5
Home,29.14,0.05,1,PayPal,East,0,27.68,3.27,4.48,20,Female,5,2025,4,1
Home,73.37,0.0,5,PayPal,South,0,366.85,8.06,94.66,19,Female,4,2024,1,2
Sports,148.71,0.05,4,Credit Card,Central,0,565.1,12.35,157.18,30,Female,3,2025,5,2
Home,153.91,0.05,1,UPI,West,0,146.21,5.79,35.15,28,Male,4,2024,7,3
Electronics,104.99,0.05,1,Debit Card,East,0,99.74,7.08,4.89,59,Male,9,2024,3,6
Fashion,8.17,0.1,2,Credit Card,East,0,14.71,5.1,0.05,60,Female,5,2024,2,2
Fashion,61.28,0.0,1,COD,Central,0,61.28,6.65,14.8,66,Male,4,2024,7,1
Home,133.65,0.1,1,COD,North,0,120.29,6.45,27.23,51,Female,3,2024,5,1
Electronics,69.88,0.0,2,Debit Card,West,0,139.76,9.33,7.44,43,Female,4,2024,10,3
Fashion,186.0,0.0,1,PayPal,North,0,186.0,9.09,56.01,35,Male,3,2025,7,6
Beauty,10.13,0.0,1,Debit Card,Central,0,10.13,4.6,-0.04,39,Female,5,2025,5,4
Fashion,28.98,0.1,1,COD,Central,0,26.08,5.53,3.6,57,Male,4,2024,9,0
Sports,29.23,0.15,1,Credit Card,East,0,24.85,5.77,1.69,52,Other,6,2023,12,0
Home,242.17,0.0,1,Credit Card,North,0,242.17,9.51,58.3,19,Male,3,2024,8,4
Grocery,44.26,0.0,1,Debit Card,North,0,44.26,3.78,-0.24,36,Female,3,2023,12,3
Grocery,4.16,0.0,1,Credit Card,Central,0,4.16,0.25,0.08,41,Male,5,2024,4,2
Toys,8.55,0.0,4,UPI,Central,0,34.2,5.7,7.98,57,Female,5,2024,10,4
Grocery,17.14,0.05,1,Credit Card,North,0,16.28,5.4,-4.1,66,Male,3,2025,2,0
Fashion,41.9,0.0,1,Credit Card,East,0,41.9,3.61,11.06,41,Male,5,2025,6,0
Sports,20.92,0.05,3,Credit Card,West,0,59.62,6.05,11.84,19,Male,6,2023,10,1
Fashion,134.79,0.1,1,COD,West,0,121.31,6.61,35.85,27,Female,4,2025,5,4
Sports,102.88,0.0,2,Credit Card,South,0,205.76,8.47,53.26,40,Female,6,2024,3,6
Home,57.2,0.0,1,Credit Card,South,0,57.2,3.88,12.14,58,Other,5,2024,9,1
Fashion,38.09,0.05,1,Debit Card,East,0,36.19,5.71,6.96,20,Male,6,2024,2,4
Grocery,10.13,0.0,1,Credit Card,Central,0,10.13,4.62,-3.81,31,Male,5,2025,8,2
Fashion,41.64,0.1,1,Credit Card,West,0,37.48,6.07,7.05,34,Male,5,2024,6,6
Sports,77.63,0.15,1,Debit Card,South,0,65.99,5.05,14.75,48,Male,8,2024,6,0
Sports,91.13,0.1,2,Credit Card,North,0,164.03,7.63,41.58,36,Male,3,2025,7,2
Fashion,29.57,0.0,1,PayPal,West,0,29.57,3.97,6.38,46,Female,6,2024,2,5
Home,30.81,0.0,4,Debit Card,West,0,123.24,4.9,29.61,30,Female,5,2025,6,1
Electronics,405.02,0.0,1,Debit Card,South,0,405.02,10.09,38.51,27,Male,6,2023,12,1
Grocery,21.71,0.05,1,Debit Card,East,0,20.62,6.94,-5.29,19,Female,6,2024,9,2
Grocery,25.21,0.0,2,PayPal,South,0,50.42,6.43,-2.4,52,Other,4,2025,2,0
Sports,12.18,0.1,1,Credit Card,North,0,10.96,3.58,-0.29,29,Female,5,2024,1,0
Toys,12.2,0.05,2,Credit Card,South,0,23.18,4.83,4.44,66,Female,6,2025,7,3
Electronics,1296.97,0.0,1,Debit Card,Central,0,1296.97,9.5,146.14,56,Male,4,2024,8,1
Home,18.51,0.1,1,Debit Card,Central,1,16.66,3.94,0.72,20,Female,3,2025,6,4
Fashion,80.7,0.05,1,Credit Card,South,0,76.66,5.62,21.21,50,Male,6,2025,4,3
Beauty,6.3,0.0,1,Debit Card,North,0,6.3,4.73,-1.9,52,Female,5,2023,12,4
Fashion,90.59,0.0,3,Debit Card,South,1,271.77,7.96,87.16,45,Male,5,2025,6,0
Beauty,30.33,0.0,1,Debit Card,Central,0,30.33,5.76,7.89,48,Female,3,2024,3,6
Sports,136.96,0.3,1,Credit Card,East,0,95.87,6.51,22.25,29,Female,7,2024,3,0
Electronics,1280.55,0.15,1,COD,West,0,1088.47,11.48,119.14,36,Female,6,2024,5,4
Electronics,961.57,0.05,1,Credit Card,Central,0,913.49,11.73,97.89,51,Female,3,2024,1,4
Electronics,167.96,0.0,1,Credit Card,South,0,167.96,8.74,11.42,48,Male,5,2024,2,3
Toys,11.25,0.1,3,Wallet,East,0,30.38,4.38,7.77,48,Female,5,2025,5,2
Fashion,30.71,0.05,2,Credit Card,Central,0,58.35,5.04,15.38,67,Male,3,2024,4,4
Fashion,14.79,0.05,3,Wallet,Central,0,42.15,5.18,9.57,18,Male,4,2025,3,3
Toys,11.44,0.1,1,Credit Card,West,0,10.3,2.49,1.63,52,Male,5,2025,4,4
Electronics,1305.94,0.0,1,Debit Card,South,0,1305.94,11.53,145.18,41,Female,5,2023,10,1
Home,98.54,0.15,1,PayPal,South,0,83.76,8.2,15.25,21,Female,4,2025,3,3
Sports,309.83,0.0,2,Credit Card,South,0,619.66,10.28,175.62,59,Other,4,2023,9,2
Beauty,4.82,0.15,1,UPI,South,0,4.1,3.71,-1.86,47,Female,4,2023,11,2
Beauty,3.98,0.0,1,Wallet,Central,0,3.98,2.12,-0.33,20,Male,3,2024,5,3
Electronics,328.34,0.0,2,PayPal,North,1,656.68,8.86,69.94,35,Female,3,2024,1,3
Fashion,70.53,0.1,1,COD,South,0,63.48,5.19,17.03,67,Male,5,2025,9,3
Beauty,9.01,0.0,2,Credit Card,West,0,18.02,3.78,4.33,62,Other,6,2024,9,4
Electronics,277.46,0.2,4,PayPal,Central,0,887.87,8.71,97.83,67,Female,3,2025,7,2
Toys,42.57,0.1,1,COD,West,0,38.31,5.2,10.12,46,Male,6,2024,11,1
Fashion,75.52,0.0,4,Credit Card,South,0,302.08,8.69,97.04,25,Male,5,2024,3,0
Home,44.72,0.15,1,Debit Card,East,0,38.01,5.98,4.66,27,Female,5,2025,7,4
Fashion,25.02,0.0,2,Wallet,East,0,50.04,7.18,10.33,64,Male,5,2024,6,0
Toys,9.18,0.0,1,UPI,West,0,9.18,2.79,0.88,36,Male,4,2024,10,5
Sports,135.0,0.0,2,Credit Card,North,0,270.0,10.04,70.96,56,Female,4,2023,11,2
Home,463.95,0.0,1,PayPal,East,0,463.95,9.8,120.11,64,Female,6,2025,8,0
Beauty,11.05,0.1,2,Credit Card,South,0,19.89,5.09,3.86,19,Male,6,2024,3,5
Home,126.85,0.0,2,Credit Card,West,0,253.7,9.66,61.38,52,Male,5,2024,9,0
Home,598.62,0.05,1,Debit Card,East,0,568.69,9.13,150.1,61,Female,6,2025,3,3
Fashion,13.43,0.1,1,Credit Card,South,0,12.09,4.85,-0.62,18,Female,4,2024,8,3
Home,151.69,0.0,1,Credit Card,West,0,151.69,7.45,35.02,25,Female,6,2024,3,2
Fashion,24.84,0.2,3,Debit Card,South,1,59.62,5.17,15.7,34,Female,6,2024,5,3
Electronics,1606.01,0.05,1,PayPal,South,0,1525.71,11.57,171.52,48,Male,6,2024,11,3
Electronics,87.43,0.0,1,Credit Card,Central,0,87.43,4.62,5.87,49,Female,3,2025,2,0
Electronics,245.04,0.0,1,Debit Card,East,0,245.04,8.01,21.39,29,Female,6,2025,2,1
Fashion,19.47,0.15,1,Credit Card,South,0,16.55,6.09,-0.3,58,Male,6,2025,7,6
Grocery,1.42,0.15,1,Credit Card,Central,0,1.21,0.08,0.02,20,Male,3,2024,6,0
Beauty,84.17,0.1,1,Wallet,North,0,75.75,5.44,28.65,23,Male,5,2025,2,4
Grocery,12.06,0.2,1,Debit Card,West,0,9.65,4.35,-3.58,47,Male,6,2024,4,1
Fashion,64.32,0.0,1,Wallet,North,1,64.32,4.96,17.55,62,Male,3,2024,9,2
Home,137.49,0.0,3,Wallet,Central,0,412.47,10.45,105.04,63,Male,5,2024,5,1
Sports,25.8,0.0,1,PayPal,East,0,25.8,4.05,3.69,54,Male,6,2024,2,2
Beauty,7.58,0.0,1,Credit Card,Central,0,7.58,2.3,1.11,60,Female,5,2024,10,2
Beauty,27.12,0.15,1,Debit Card,South,0,23.05,2.33,8.04,59,Female,4,2024,3,1
Beauty,40.07,0.0,5,COD,North,0,200.35,9.2,80.96,46,Female,4,2024,9,4
Beauty,26.14,0.0,1,PayPal,East,1,26.14,3.91,7.85,51,Male,6,2024,12,6
Toys,18.62,0.2,1,COD,North,0,14.9,5.59,0.37,45,Other,3,2024,1,3
Sports,144.74,0.1,1,Credit Card,West,0,130.27,7.0,32.08,65,Male,5,2025,9,2
Grocery,4.68,0.0,1,PayPal,East,0,4.68,1.66,-1.29,24,Female,5,2024,1,4
Grocery,18.32,0.1,1,UPI,North,0,16.49,3.19,-1.87,63,Female,4,2025,7,3
Home,79.74,0.0,1,Wallet,Central,0,79.74,5.94,16.39,24,Male,3,2025,9,0
Electronics,414.33,0.05,1,Debit Card,East,0,393.61,11.7,35.53,46,Female,6,2024,10,3
Electronics,154.39,0.0,2,Debit Card,South,0,308.78,7.82,29.23,20,Female,4,2023,12,5
Electronics,98.06,0.0,1,PayPal,Central,0,98.06,8.68,3.09,29,Female,6,2024,9,5
Electronics,59.62,0.05,1,Credit Card,Central,0,56.64,7.28,-0.48,41,Male,4,2024,2,6
Home,224.22,0.1,1,COD,East,0,201.8,8.42,48.08,28,Female,5,2025,5,0
Electronics,121.29,0.15,1,Debit Card,North,0,103.1,7.62,4.75,58,Male,3,2024,6,5
Beauty,14.07,0.1,1,Credit Card,West,0,12.66,5.16,0.54,19,Female,6,2024,2,5
Fashion,77.01,0.0,2,PayPal,South,1,154.02,5.78,48.13,46,Female,5,2024,5,1
Home,88.76,0.1,2,COD,West,0,159.77,7.25,37.49,64,Female,6,2024,10,5
Electronics,129.73,0.0,5,Credit Card,Central,0,648.65,9.88,67.96,27,Male,4,2024,9,0
Toys,6.26,0.1,1,Credit Card,West,0,5.63,3.52,-1.27,47,Female,6,2024,7,1
Toys,12.31,0.0,2,Credit Card,North,0,24.62,6.41,3.44,37,Male,4,2024,5,5
Home,119.65,0.0,3,Debit Card,West,0,358.95,11.53,88.98,51,Female,4,2023,12,6
Grocery,7.56,0.05,3,Credit Card,North,0,21.55,2.87,-1.15,36,Female,3,2025,6,5
Fashion,120.51,0.0,1,PayPal,East,1,120.51,5.72,36.46,42,Male,6,2025,9,0
Toys,2.08,0.15,1,Credit Card,Central,0,1.77,0.9,-0.19,48,Female,4,2024,8,0
Beauty,15.6,0.0,2,UPI,South,0,31.2,4.57,9.47,51,Male,5,2024,1,0
Fashion,71.77,0.1,1,UPI,North,0,64.59,6.01,16.6,53,Male,3,2025,1,1
Electronics,770.01,0.0,1,Credit Card,Central,0,770.01,11.41,80.99,35,Male,4,2024,9,0
Electronics,194.23,0.1,1,UPI,North,0,174.81,9.34,11.64,31,Female,4,2025,3,5
Toys,24.02,0.15,1,Credit Card,South,0,20.42,4.82,3.35,30,Male,7,2023,10,5
Beauty,24.27,0.05,1,Credit Card,East,0,23.06,4.16,6.22,23,Female,7,2025,4,3
Fashion,16.07,0.0,1,Credit Card,East,1,16.07,4.66,0.96,21,Female,7,2025,2,6
Home,160.41,0.05,2,COD,South,0,304.78,8.86,76.48,55,Male,7,2025,1,4
Electronics,143.31,0.05,2,Wallet,West,0,272.29,7.52,25.15,62,Male,6,2025,7,3
Electronics,547.92,0.15,1,Credit Card,West,0,465.73,8.24,47.65,64,Female,6,2024,1,3
Grocery,27.45,0.0,1,Debit Card,Central,0,27.45,5.77,-3.57,41,Male,3,2025,6,0
Home,95.7,0.2,1,Credit Card,East,0,76.56,7.97,13.47,40,Male,5,2023,11,0
Home,17.33,0.05,3,Credit Card,East,0,49.39,7.66,6.17,56,Female,6,2024,11,1
Grocery,18.6,0.0,1,Credit Card,East,0,18.6,5.07,-3.58,68,Male,5,2024,8,3
Home,92.9,0.0,1,Credit Card,South,0,92.9,6.57,19.44,60,Female,7,2023,9,4
Fashion,9.88,0.1,1,Debit Card,North,0,8.89,2.03,1.08,59,Male,3,2025,7,0
Fashion,24.77,0.0,2,Debit Card,North,0,49.54,5.45,11.89,34,Male,4,2024,6,0
Beauty,11.41,0.0,1,Credit Card,South,0,11.41,3.16,1.97,37,Female,7,2024,1,4
Beauty,34.75,0.15,1,PayPal,North,0,29.54,4.09,9.2,51,Male,4,2025,7,2
Electronics,229.32,0.0,1,UPI,South,0,229.32,9.69,17.83,44,Male,5,2024,6,6
Sports,96.97,0.0,1,Debit Card,West,0,96.97,4.63,24.46,44,Female,5,2023,10,4
Toys,15.68,0.05,1,COD,West,0,14.9,4.32,1.64,61,Female,4,2024,3,1
Beauty,34.56,0.0,2,Debit Card,West,0,69.12,5.86,25.24,62,Female,5,2025,5,0
Toys,26.9,0.0,2,Credit Card,South,0,53.8,5.25,16.27,32,Female,4,2024,11,0
Fashion,34.29,0.15,1,COD,South,0,29.15,4.8,5.4,66,Male,4,2025,1,0
Fashion,12.13,0.0,1,Debit Card,Central,0,12.13,4.01,0.24,69,Male,4,2025,1,2
Sports,61.53,0.0,1,Debit Card,East,0,61.53,5.75,12.71,19,Female,6,2024,3,1
Fashion,13.58,0.15,1,COD,East,0,11.54,2.44,1.6,38,Male,5,2025,8,6
Electronics,1089.36,0.0,1,PayPal,North,0,1089.36,10.13,120.59,42,Other,3,2024,8,2
Electronics,1024.55,0.0,2,Credit Card,South,0,2049.1,9.69,236.2,36,Male,6,2024,7,4
Toys,14.0,0.05,1,Credit Card,North,0,13.3,4.11,1.21,41,Male,5,2025,4,1
